,sentence1,sentence2,similarity_score,TFIDF_cosine_score,rank_by_TFIDF_cosine_score,rank_by_similarity_score,d,d^2
3161,weather lose leg road accident think steel plate fit hip natural childbirth impossible,model lady mccartney lose leg road accident understand steel plate fit hip natural childbirth difficult,2.400000095367432,0.707349820926677,4194,2181,2013,4052169
3162,network drop friday night vaseline edition,network drop edition vaseline newsmagazine franchise,3.857000112533569,0.6614790183276587,3860,4334,-474,224676
3163,vice president sick henry mississippi republican gubernatorial candidate pale harbour acknowledge cheering crowd,vice president sick henry say mississippi republican pale harbour good governor government business navvy,2.400000095367432,0.6057439862521687,3447,2185,1262,1592644
3164,year old nurse work north work general hospital epicentre late outbreak,smile aroma contract sars work nurse north work general hospital epicentre second sars outbreak,3.0,0.6391541934139372,3707,2825,882,777924
3165,allow earn run start,german allow earn run start,2.0,0.8968136647020677,5398,1785,3613,13053769
3166,turner transfer million share charitable trust sell,sale leave turner million share aol,1.600000023841858,0.40085058071844926,2011,1565,446,198916
3167,recruit participate scheme convince receive fraudulent obtain merchandise order,recruit people delivery fraudulent obtain merchandise order,4.0,0.6542047593544797,3813,4600,-787,619369
3168,new work get select outfielder hastings milledge lakewood ranch high school florida,gets take hastings milledge outfielder florida pick,3.799999952316284,0.5438001241341213,2981,4105,-1124,1263376
3169,florida men mob graham identifiable percent poll,merry view favorably percent poll mean percent,1.2730000019073486,0.23930678901403196,1121,1259,-138,19044
3170,broad standard door index rise point percent,teach laden nasdaq composite index shed point percent,1.0,0.29503370534339085,1402,949,453,205209
3171,result player break par round,player break par round high figure open history,3.0,0.6742627780878632,3944,2820,1124,1263376
3172,albertson roger alpha chain lock worker response,roger alpha chain albertsons immediately lock grocer worker solidarity,4.0,0.5684900431737259,3172,4577,-1405,1974025
3173,technology pack nasdaq composite index drop point percent,nasdaq composite index fall percent week stumble yesterday,2.0,0.41215844611848373,2082,1953,129,16641
3174,share sco close cent monday trading nasdaq stock market,ibm share close percent new work stock exchange,1.0,0.2699848447479971,1281,951,330,108900
3175,house vote clear bill congress pass year fund federal government,bill congress pass year fund federal government,3.0,0.8157052408931176,4955,2845,2110,4452100
3176,night agree year million contract include signing bonus,espn report night year deal worth million include signing bonus,4.75,0.6551152329005563,3819,5325,-1506,2268036
3177,japanese currency neuro man late new work level,dollar man japanese currency percent,2.75,0.5035908578586799,2684,2543,141,19881
3178,procedure generally perform second trimester,technique second occasionally trimester pregnancy,4.5,0.35061617537410933,1714,5126,-3412,11641744
3179,hampton newport news grant fund water testing yorktown king george county norfolk virginia,grant fund beach testing king george county norfolk virginia,3.0,0.7356081825835009,4420,2870,1550,2402500
3180,say attacker leave leaflet urge staff star sheraton stop work hotel demand force leave ran,say attacker leave leaflet urge worker star sheraton stop work hotel,3.0,0.8385406160359811,5097,2869,2228,4963984
3181,diplomacy heating nearly month old nuclear crisis chinese foreign minister zhaoxing seat visit south august,diplomacy heating nearly month old crisis chinese foreign minister zhaoxing fly japan sunday en route south august,3.0,0.7517129904424482,4538,2868,1670,2788900
3182,fond ball like red recognize risk base economic weakness,red say risk economy base weakness,2.588000059127808,0.5147002122927922,2759,2368,391,152881
3183,real potential secondary collapse sov james mcgreevey say,damage area garage stable real potential secondary collapse mcgreevey say,3.5999999046325684,0.6779495053687319,3976,3947,29,841
3184,see server sale drop percent billion,fall second place server sale grow percent billion,2.3329999446868896,0.6204971235267597,3566,2171,1395,1946025
3185,people obviously inconvenience say young ontario commissioner public safety,hyper vigilant say james young ontario commissioner public safety,2.25,0.5881785392193523,3303,2158,1145,1311025
3186,give copy stains new diet revolution tell follow,research give copy stains new diet revolution care cutter,2.5,0.7055078426785946,4177,2350,1827,3337929
3187,rapier lawyer dark kann return call comment,year old rapier attorney civil matter dark kann return call comment,4.5,0.7001553113299829,4130,5122,-992,984064
3188,weigh market news general doors n plan issue billion debt plug hole pension plan,hurt news general doors n issue billion debt plug hole pension plan,4.75,0.8682688308895629,5256,5324,-68,4624
3189,russian comment lawyer attend hearing return phone message,lawyer cousin basil russian attend hearing return phone message,3.400000095367432,0.7553117439316831,4561,3470,1091,1190281
3190,licensing revenue slide percent million,license sale key measure demand fall percent million,4.0,0.1967448271913715,972,4582,-3610,13032100
3191,hispanics fat grow ethnic group overtake black large minority accord newly release government figure,hispanic officially overtake african americans large minority group accord report release census bureau,3.5,0.3860589832162042,1915,3692,-1777,3157729
3192,bishop armidale peter brain fortnight,get choice say bishop armidale peter brain,2.0,0.7452763518132197,4497,1797,2700,7290000
3193,fully operational facility expect employ people,plant employ people fully build company say,4.0,0.5197773277742996,2794,4583,-1789,3200521
3194,american stock exchange bitch index urge percent,philadelphia stock exchange semiconductor index jump percent,1.399999976158142,0.4225489219103953,2142,1362,780,608400
3195,like tell herald yesterday,like,3.200000047683716,0.44390236149239876,2274,3283,-1009,1018081
3196,month period end june advanced service line adsl increase percent cable mode connection increase percent,month period end june high speed line instal home business increase percent,1.7999999523162842,0.49752350031553516,2644,1765,879,772641
3197,state education commissioner go king say wednesday score missouri assessment program test disappoint,missouri education commissioner go king say disappoint score,3.200000047683716,0.796912713028296,4843,3285,1558,2427364
3198,agent find credit card credit card implicate machine search address,address raid authority find credit card implicate machine,4.800000190734863,0.7610988509926158,4610,5402,-792,627264
3199,owe half store report percent increase quarter profit percent jump store sale,depot report percent jump quarter profit nearly percent rise store sale,1.399999976158142,0.6814838256128657,3997,1366,2631,6922161
3200,calder acquire server software original sco change sco group,sco change tarantella calder later change sco group,2.5999999046325684,0.6813960749061099,3996,2393,1603,2569609
3201,officer throw ground handcuff jena drop knee accord testimony,officer throw ground handcuff accord testimony,3.25,0.78409084385363,4746,3395,1351,1825201
3202,well perform stock ultra group rise percent close share,ultra group n fall cent percent,1.75,0.5378913513966512,2938,1615,1323,1750329
