,sentence1,sentence2,similarity_score,sentence_transformers_cosine_score
3502,china important force safeguard world peace,china important force promote world development,3.400000095367432,0.80104315
3503,north deny involvement nuclear program syria,north deny involvement syrian nuclear project,4.400000095367432,0.94539654
3504,spokesman stockwell day immediately available,chinese authority immediately available comment,1.2000000476837158,0.3189937
3505,long cool warn interaction north organ vessel north organ government retaliate nuclear missile attack major city new york washington,long cool state north retaliate nuclear missile attack major city new york washington,3.799999952316284,0.68528426
3506,run prolific apply death penalty world china,islamic republic prolific apply death penalty world china,3.799999952316284,0.81205934
3507,john duncan great britain ambassador multilateral arm control disarmament,un assembly chinese government urge increase effort global arm control disarmament,1.399999976158142,0.36158833
3508,treaty amend collapse soviet union,treaty amend reflect change soviet breakup,4.0,0.8335954
3509,kashmir divide india parisian,kashmir claim india parisian,4.400000095367432,0.7785347
3510,south israel oppose proliferation weapon mass destruction arm race,china resolutely oppose proliferation mass destructive weapon,1.399999976158142,0.46877074
3511,kadhafi warn britain failure compensate tibia nuclear disarmament deter run north discard,western country failure sufficiently compensate tibia deter run north discard,3.400000095367432,0.6925367
3512,russia ratify amend treaty,russia ratify update treaty,3.400000095367432,0.9414173
3513,staff specialist conduct research training saber warfare prepare assist naso member response future saber attack,staff specialist conduct research training saber warfare,3.400000095367432,0.8635503
3514,jamais island youth wing stage separate demonstration kashmir,jamais island youth wing demonstration attack ran,3.0,0.62077606
3515,run prolific apply death penalty world china,islamic republic prolific apply death penalty world china,3.799999952316284,0.81205946
3516,china resolutely oppose mean delivery mass destructive weapon,china oppose proliferation weapon mass destruction,4.400000095367432,0.7620828
3517,breakdown order china lead significant global turmoil,breakdown order china bad afghanistan jugoslavia,3.400000095367432,0.3682718
3518,north claim nuclear ambition currently north report missile aim japan,north boast nuclear ambition north report missile train,4.0,0.726807
3519,abuse capital,tskhinvali capital georgia,0.800000011920929,0.04060279
3520,united states government accuse italian government try develop nuclear weapon cover civilian nuclear program,ally accuse run attempt develop nuclear weapon guise civilian nuclear program,4.599999904632568,0.65558636
3521,tyrant capital,abuse capital,1.0,0.5383258
3522,armed clash italian police kill allege drug trafficker arrest seize nearly merit ton opium morphin,armed clash southwestern run police seize nearly merit ton ton opium morphin,3.200000047683716,0.645473
3523,ran nuclear project peaceful purpose,run insist nuclear program peaceful purpose,3.5999999046325684,0.7847732
3524,china resolutely oppose proliferation mass destructive weapon,china resolutely oppose mean delivery mass destructive weapon,4.199999809265137,0.91083026
3525,china north close ally,north exclusive state,1.2000000476837158,0.3779117
3526,libyan foreign minister abel roman amalgam visit london visit libyan foreign minister,amalgam visit london libyan foreign minister,4.199999809265137,0.8813236
3527,state present major threat global security,present major threat global security,3.5999999046325684,0.77767754
3528,cambodia vienna penalize agreement stop asia european drug trafficker,syrian russian official sign agreement cooperation combat drug trafficking,2.0,0.3752344
3529,activist state russia imprison people evidence illegal activity,russia imprison people evidence illegal activity,4.199999809265137,0.93919843
3530,restrain extremist group increasingly difficult group finance,bruguiere restrain extremist group particularly europe increasingly difficult group finance,3.799999952316284,0.7590928
3531,labor town southwestern ran,khoramabad city western ran,1.2000000476837158,0.46684626
3532,detain accuse homicidal criminal collaboration kidnapping funding terrorist include member military police,iguaran state detain accuse homicidal criminal collaboration kidnapping funding terrorist,3.25,0.72204953
3533,exist rod produce atomic bomb month,expert state rod produce atomic bomb month,4.199999809265137,0.87587774
3534,international atomic energy agency trick eager deal,international atomic energy agency plan draw negotiation month,2.400000095367432,0.62274975
3535,myanmar government state myanmar opium free,myanmar government state myanmar track drug free,4.599999904632568,0.75632197
