,sentence1,sentence2,similarity_score,common_word,rank_by_common_word,rank_by_similarity_score,d,d^2
2913,"['divine', 'confirm', 'try', 'sell', 'story', 'world']","['lawyer', 'donald', 'divine', 'confirm', 'try', 'sell', 'story', 'february']",3.437999963760376,5,4786,3683,1103,1216609
2914,"['bankhead', 'say', 'crime', 'scene', 'indicate', 'killer', 'methodical']","['gbi', 'spokesman', 'john', 'bankhead', 'say', 'murder', 'scene', 'show', 'killer', 'methodical']",4.0,5,4785,4669,116,13456
2915,"['move', 'lot', 'close', 'say', 'foam', 'kind', 'damage', 'say', 'hubbard', 'member', 'columbia', 'accident', 'investigation', 'board']","['think', 'move', 'lot', 'close', 'say', 'foam', 'kind', 'damage', 'hubbard', 'say']",3.5999999046325684,8,5404,3880,1524,2322576
2916,"['internal', 'personnel', 'decision', 'microsoft', 'spokesman', 'mean', 'unwell', 'say']","['microsoft', 'absolutely', 'atstake', 'internal', 'personnel', 'decision', 'sundwall', 'say']",4.199999809265137,5,4784,4844,-60,3600
2917,"['egyptologist', 'cast', 'doubt', 'tuesday', 'expedition', 'claim', 'find', 'mummy', 'queen', 'nefertiti', 'well', 'know', 'ancient', 'egyptians']","['egyptologist', 'think', 'identify', 'long', 'seek', 'mummy', 'queen', 'nefertiti', 'ancient', 'world', 'legendary', 'beauty']",2.5999999046325684,5,4783,2369,2414,5827396
2918,"['long', 'range', 'plan', 'provide', 'retail', 'buyer', 'treasury', 'security', 'ability', 'manage', 'holding', 'online', 'single', 'account']","['treasury', 'say', 'want', 'retail', 'buyer', 'treasury', 'security', 'ability', 'eventually', 'manage', 'holding', 'online', 'single', 'account']",4.400000095367432,10,5596,4973,623,388129
2919,"['list', 'night', 'critical', 'stable', 'condition', 'kings', 'county', 'hospital', 'enter', 'police', 'say']","['victim', 'new', 'jersey', 'resident', 'critical', 'stable', 'condition', 'hospital']",3.25,4,4401,3362,1039,1079521
2920,"['year', 'bond', 'grow', 'yield', 'percent', 'percent', 'late', 'wednesday']","['gmt', 'year', 'note', 'yield', 'percent', 'percent', 'wednesday']",2.0,4,4400,1792,2608,6801664
2921,"['iac', 'stock', 'close', 'yesterday', 'percent']","['interactivecorp', 'share', 'close', 'percent', 'nasdaq', 'stock', 'market']",4.5,3,3685,5130,-1445,2088025
2922,"['word', 'speak', 'senate', 'floor', 'say', 'question', 'motive', 'deskbound', 'president', 'assume', 'garb', 'warrior', 'purpose', 'speech']","['question', 'motive', 'desk', 'bind', 'president', 'assume', 'garb', 'warrior', 'purpose', 'speech']",3.400000095367432,8,5401,3458,1943,3775249
2923,"['ministry', 'defence', 'face', 'compensation', 'claim', 'hundred', 'demyan', 'woman', 'claim', 'rapid', 'british', 'soldier']","['hundred', 'demyan', 'woman', 'claim', 'attack', 'rapid', 'british', 'soldier', 'grant', 'government', 'legal', 'aid', 'wednesday', 'pursue', 'case', 'ministry', 'defense']",3.0,8,5385,3035,2350,5522500
2924,"['share', 'usa', 'interactive', 'rise', 'percent', 'friday', 'nasdaq', 'stock', 'market', 'composite', 'trading', 'gain', 'percent', 'year']","['share', 'lendingtree', 'rise', 'percent', 'close', 'nasdaq', 'stock', 'market', 'yesterday']",1.0,6,5062,962,4100,16810000
2925,"['similar', 'bill', 'pass', 'house', 'twice', 'die', 'senate']","['year', 'ago', 'house', 'pass', 'similar', 'version', 'flounder', 'senate']",2.75,4,4399,2544,1855,3441025
2926,"['closure', 'affect', 'quarter', 'earning', 'share', 'penny']","['company', 'say', 'impact', 'earning', 'penny', 'share']",3.25,3,3674,3361,313,97969
2927,"['woman', 'hospitalize', 'june', 'kansas', 'health', 'official', 'say']","['missouri', 'health', 'official', 'say', 'hospitalize', 'recover']",1.0,4,4398,932,3466,12013156
2928,"['blue', 'chip', 'edge', 'lower', 'midday', 'wednesday', 'wave', 'profit', 'warning', 'drain', 'optimism', 'drive', 'rally', 'past', 'month']","['stock', 'fall', 'early', 'morning', 'trade', 'wednesday', 'wave', 'profit', 'warning', 'drain', 'optimism', 'drive', 'rally', 'past', 'month']",3.5999999046325684,10,5597,3902,1695,2873025
2929,"['technology', 'lace', 'nasdaq', 'composite', 'index', 'tack', 'point', 'percent']","['technology', 'focus', 'nasdaq', 'composite', 'index', 'advance', 'point', 'percent', 'ease', 'early', 'loss']",3.200000047683716,6,5057,3266,1791,3207681
2930,"['kuwaitis', 'palestinians', 'jordanian', 'passport', 'suspect', 'official', 'say']","['include', 'kuwaitis', 'palestinians', 'jordanian', 'passport', 'remainder', 'iraqis', 'audit', 'official', 'say']",3.0,6,5056,2883,2173,4721929
2931,"['birthday', 'april', 'declare', 'public', 'holiday', 'attend', 'reception', 'ball']","['grandmother', 'princess', 'elizabeth', 'turn', 'day', 'declare', 'public', 'holiday', 'attend', 'reception', 'ball']",3.200000047683716,6,5055,3265,1790,3204100
2932,"['working', 'face', 'charge', 'conspiracy', 'obstruct', 'justice', 'lie', 'grand', 'jury', 'try', 'separately']","['working', 'try', 'separately', 'charge', 'conspiracy', 'lie', 'grand', 'jury']",4.599999904632568,8,5395,5233,162,26244
2933,"['man', 'enter', 'post', 'office', 'lakeside', 'shortly', 'give', 'deputy']","['man', 'enter', 'post', 'office', 'roadside', 'avenue', 'maine', 'avenue', 'shortly']",2.799999952316284,5,4779,2638,2141,4583881
2934,"['few', 'fbi', 'office', 'conduct', 'investigation', 'involve', 'visit', 'mosque', 'justice', 'department', 'say']","['addition', 'justice', 'department', 'say', 'fbi', 'conduct', 'few', 'investigation', 'involve', 'visit', 'mosque']",4.199999809265137,10,5598,4837,761,579121
2935,"['outside', 'court', 'sriyanto', 'face', 'year', 'jail', 'deny', 'wrong']","['outside', 'court', 'sriyanto', 'deny', 'age', 'wrong']",3.200000047683716,5,4778,3264,1514,2292196
2936,"['university', 'michigan', 'president', 'mary', 'solemn', 'say', 'statement', 'university', 'web', 'site', 'fundamental', 'value', 'change']","['fundamental', 'value', 'change', 'mary', 'solemn', 'president', 'university', 'say', 'statement', 'inn', 'labor']",4.0,9,5495,4697,798,636804
2937,"['comcast', 'glass', 'share', 'cent', 'morning', 'trading', 'nasdaq', 'stock', 'market']","['stock', 'rise', 'cent', 'yesterday', 'nasdaq', 'stock', 'market', 'trading']",2.200000047683716,5,4777,1971,2806,7873636
2938,"['thomas', 'join', 'rehnquist', 'part', 'scala']","['join', 'chief', 'justice', 'william', 'rehnquist', 'justices', 'andre', 'antonio', 'scala']",2.799999952316284,3,3709,2618,1091,1190281
2939,"['cross', 'line', 'violate', 'constitutional', 'right', 'say', 'charles', 'weisselberg', 'berkeley', 'law', 'professor']","['cross', 'line', 'violate', 'constitutional', 'right', 'say', 'charles', 'weisselberg', 'reach', 'law', 'university', 'california', 'berkeley']",5.0,10,5618,5662,-44,1936
2940,"['preliminary', 'report', 'man', 'see', 'airport', 'source', 'say']","['man', 'pakistani', 'passport', 'reportedly', 'see', 'airport', 'early', 'evening', 'law', 'enforcement', 'source', 'say']",2.0,5,4776,1774,3002,9012004
2941,"['toronto', 'yesterday', 'probable', 'case', 'sars', 'suspect', 'case']","['wednesday', 'probable', 'sars', 'case', 'toronto', 'region']",3.25,4,4396,3341,1055,1113025
2942,"['nasdaq', 'composite', 'index', 'rise', 'cent']","['technology', 'lace', 'nasdaq', 'composite', 'index', 'gain', 'point', 'percent', 'finish']",3.75,3,3704,4057,-353,124609
2943,"['toll', 'australia', 'second', 'large', 'transport', 'company', 'week', 'offer', 'share', 'franz', 'nail']","['toll', 'week', 'offer', 'buy', 'company', 'share', 'million']",3.5,5,4755,3726,1029,1058841
2944,"['messagelabs', 'run', 'outsourced', 'e', 'mail', 'serve', 'customer', 'world', 'say', 'filter', 'infected', 'e', 'mail', 'country', 'thursday', 'morning']","['messagelabs', 'run', 'outsourced', 'e', 'mail', 'serve', 'customer', 'world', 'label', 'worm', 'high', 'risk', 'report', 'infection', 'country']",2.75,9,5472,2555,2917,8508889
2945,"['carlton', 'tuesday', 'say', 'refuse', 'case']","['service', 'official', 'say', 'carlton', 'refuse', 'refuse', 'case']",4.0,4,4395,4688,-293,85849
2946,"['oracle', 'share', 'high', 'trade', 'cent']","['share', 'redwood', 'shores', 'base', 'oracle', 'rise', 'cent']",2.0,3,3631,1809,1822,3319684
2947,"['precinct', 'report', 'fletcher', 'term', 'congressman', 'lexington', 'overwhelming', 'percent', 'vote']","['precinct', 'report', 'fletcher', 'vote', 'percent', 'total']",3.0,5,4669,2783,1886,3556996
2948,"['long', 'long', 'patient', 'quarantine', 'wednesday', 'seven', 'public', 'hospital', 'worker', 'develop', 'fly', 'like', 'symptom']","['seven', 'health', 'care', 'worker', 'public', 'hospital', 'fall', 'ill', 'fly', 'like', 'symptom']",3.0,7,5343,2782,2561,6558721
2949,"['upside', 'local', 'old', 'nose', 'news', 'people', 'report', 'high', 'profit', 'quarter', 'early', 'thursday', 'help', 'european', 'demand']","['local', 'old', 'report', 'high', 'profit', 'quarter', 'help', 'european', 'demand', 'early', 'thursday']",4.599999904632568,11,5646,5231,415,172225
2950,"['unemployment', 'rate', 'rise', 'tenth', 'percentage', 'point', 'high', 'level', 'july']","['unemployment', 'rate', 'predict', 'pick', 'percentage', 'point']",3.200000047683716,4,4394,3254,1140,1299600
2951,"['deal', 'delainey', 'agree', 'cooperate', 'continue', 'investigation']","['delainey', 'agree', 'cooperate', 'federal', 'prospector', 'exchange', 'plea']",4.400000095367432,3,3619,4960,-1341,1798281
2952,"['source', 'close', 'sale', 'say', 'vivendi', 'keep', 'door', 'open', 'bid', 'hope', 'bidder', 'interested', 'individual', 'asset', 'team']","['source', 'close', 'sale', 'say', 'vivendi', 'keep', 'door', 'open', 'bid', 'day']",4.0,9,5473,4674,799,638401
2953,"['iron', 'declare', 'quarterly', 'profit', 'year']","['iron', 'number', 'mark', 'quarterly', 'profit', 'year', 'dram', 'manufacturer']",3.75,4,4393,4024,369,136161
2954,"['fine', 'fail', 'republican', 'effort', 'force', 'entice', 'democrats', 'return']","['merry', 'say', 'back', 'senate', 'effort', 'include', 'fine', 'force', 'democrats', 'return']",2.799999952316284,5,4623,2586,2037,4149369
2955,"['teach', 'load', 'nasdaq', 'composite', 'rise', 'point', 'end', 'high', 'level', 'month']","['technology', 'lace', 'nasdaq', 'composite', 'index', 'climb', 'point', 'percent']",2.400000095367432,3,3666,2184,1482,2196324
2956,"['prospector', 'arrest', 'individual', 'seize', 'million', 'continue', 'crackdown', 'internet', 'fraud', 'abuse']","['people', 'arrest', 'million', 'worth', 'property', 'seize', 'internet', 'fraud', 'sweep', 'announce', 'friday', 'government', 'agency']",4.599999904632568,5,4625,5230,-605,366025
2957,"['say', 'investigator', 'feel', 'confident', 'get', 'fire', 'resolve', 'regard']","['albuquerque', 'mayor', 'martin', 'say', 'investigator', 'feel', 'confident', 'arrest', 'fire', 'resolve']",3.799999952316284,6,5220,4095,1125,1265625
2958,"['man', 'accuse', 'face', 'grenade', 'commander', 'cuban', 'plane', 'land', 'key', 'west', 'april', 'sentence', 'friday', 'year', 'prison']","['cuban', 'architect', 'sentence', 'year', 'prison', 'friday', 'face', 'grenade', 'jack', 'passenger', 'plane', 'cuba', 'florida', 'april']",4.400000095367432,9,5500,4965,535,286225
2959,"['williams', 'director', 'visit', 'project', 'say', 'middle', 'november', 'arrive', 'passenger', 'atlanta', 'fingerprint', 'photographer']","['williams', 'director', 'visit', 'project', 'say', 'middle', 'november', 'inspector', 'fingerprinting', 'photographic', 'foreign', 'passenger', 'arrive', 'atlanta']",4.199999809265137,10,5617,4850,767,588289
2960,"['hearing', 'occur', 'day', 'pentagon', 'time', 'single', 'officer', 'villager', 'address', 'scandal']","['hearing', 'come', 'day', 'pentagon', 'time', 'single', 'officer', 'villager', 'fail', 'address', 'scandal']",5.0,9,5478,5663,-185,34225
2961,"['episcopal', 'church', 'alienate', 'anglican', 'communion', 'say', 'peter', 'karanja', 'provost', 'saints', 'cathedral', 'nairobi']","['nairobi', 'provost', 'saints', 'cathedral', 'reverend', 'peter', 'karanja', 'say', 'episcopal', 'church', 'alienate', 'anglican', 'communion']",5.0,12,5712,5665,47,2209
2962,"['county', 'population', 'decline', 'vermillion', 'money', 'madison']","['vermillion', 'money', 'madison', 'county', 'population', 'decline']",5.0,6,5216,5666,-450,202500
2963,"['wart', 'indict', 'february', 'argue', 'new', 'hampshire', 'wrong', 'place', 'charge']","['wart', 'seek', 'charge', 'dismiss', 'say', 'new', 'hampshire', 'wrong', 'place', 'charge']",3.400000095367432,6,5210,3682,1528,2334784
2964,"['baffled', 'hospital', 'weekend', 'evaluation']","['undergo', 'test', 'weekend', 'warn', 'baffled', 'hospital']",3.200000047683716,3,3653,3252,401,160801
2965,"['bomb', 'explode', 'vasa', 'de', 'españa', 'customer', 'eat', 'dinner', 'play', 'lingo']","['vasa', 'de', 'span', 'customer', 'eat', 'dinner', 'play', 'lingo', 'bomb', 'go']",5.0,8,5394,5667,-273,74529
2966,"['plofsky', 'say', 'commission', 'will', 'investigate', 'year', 'statute', 'limitation', 'expire']","['panel', 'begin', 'formal', 'investigation', 'statute', 'limitation', 'expire', 'plofsky', 'say']",4.400000095367432,5,4626,4985,-359,128881
2967,"['convict', 'spying', 'charge', 'face', 'death', 'penalty']","['charge', 'espionage', 'aid', 'enemy', 'carry', 'death', 'penalty']",3.5999999046325684,3,3806,3851,-45,2025
2968,"['entrenched', 'interest', 'petition', 'control', 'network', 'chokepoint', 'sob', 'fcc', 'aid', 'aet']","['die', 'entrenched', 'interest', 'petition', 'control', 'internet', 'choke', 'point', 'sob', 'fcc', 'aid', 'aet']",3.200000047683716,8,5393,3251,2142,4588164
2969,"['church', 'member', 'observer', 'expect', 'decision', 'problematical', 'episcopalian']","['church', 'member', 'observer', 'anticipate', 'decision', 'pose', 'doctrine', 'problem', 'episcopalian', 'believe', 'bible', 'prohibit', 'homosexuality']",3.799999952316284,5,4633,4106,527,277729
2970,"['square', 'principal', 'investigator', 'payload', 'collection', 'science', 'instrument', 'cart', 'rover']","['steve', 'squares', 'cornell', 'university', 'scientist', 'principal', 'investigator', 'mission', 'science', 'instrument']",4.199999809265137,4,4389,4863,-474,224676
2971,"['military', 'say', 'kill', 'rebel', 'capture', 'campaign', 'far', 'loss', 'soldier', 'wound']","['military', 'say', 'kill', 'rebel', 'capture', 'campaign', 'far', 'soldier', 'kill', 'wound']",3.0,9,5503,2816,2687,7219969
2972,"['express', 'script', 'share', 'fall', 'percent', 'close', 'nasdaq']","['share', 'express', 'script', 'fall', 'percent', 'nasdaq', 'late', 'morning', 'trade']",3.0,6,5206,2796,2410,5808100
2973,"['police', 'launch', 'international', 'hunt', 'shevaun', 'bennington', 'run', 'away', 'year', 'old', 'studabaker', 'saturday']","['shevaun', 'bennington', 'disappear', 'saturday', 'morning', 'arrange', 'meet', 'year', 'old', 'studabaker']",3.0,6,5208,2815,2393,5726449
2974,"['lawyer', 'familiar', 'federal', 'investigation', 'remain', 'focused', 'campbell', 'prospector', 'decline', 'discuss', 'probe']","['federal', 'prospector', 'refuse', 'discuss', 'investigation', 'lawyer', 'familiar', 'remain', 'focused', 'campbell']",4.800000190734863,9,5476,5380,96,9216
2975,"['bones', 'industrial', 'average', 'point', 'percent']","['blue', 'chip', 'bones', 'industrial', 'average', 'fall', 'point', 'percent', 'give', 'percent', 'early']",2.5,5,4618,2343,2275,5175625
2976,"['peace', 'rules', 'defeat', 'funny', 'louisiana', 'derby']","['peace', 'rule', 'funny', 'draw', 'away']",2.25,2,1911,2153,-242,58564
2977,"['say', 'final', 'agreement', 'expect', 'sign', 'week']","['organ', 'air', 'deal', 'expect', 'penalize', 'week', 'spokesman', 'mob', 'having', 'say']",3.0,3,3790,2813,977,954529
2978,"['share', 'eds', 'close', 'thursday', 'gain', 'cent']","['share', 'eds', 'close', 'thursday', 'cent', 'new', 'work', 'stock', 'exchange']",3.6670000553131104,5,4637,3979,658,432964
2979,"['divide', 'supreme', 'court', 'rule', 'monday', 'congress', 'force', 'nation', 'public', 'library', 'equip', 'computer', 'anti', 'pornography', 'filter']","['supreme', 'court', 'say', 'monday', 'government', 'require', 'public', 'library', 'equip', 'computer', 'anti', 'pornography', 'filter', 'reject', 'librarian', 'complaint', 'law', 'amount', 'censorship']",3.5999999046325684,10,5615,3847,1768,3125824
2980,"['weakness', 'exist', 'way', 'vba', 'look', 'property', 'document', 'pass', 'document', 'open', 'host', 'application']","['vulnerability', 'exist', 'way', 'microsoft', 'visual', 'basic', 'applications', 'check', 'document', 'property', 'pass', 'document', 'open']",3.799999952316284,6,5225,4092,1133,1283689
2981,"['million', 'phone', 'vote', 'percent', 'studdard', 'put', 'vote', 'ahead', 'like']","['million', 'phone', 'vote', 'cast', 'studdard', 'vote', 'ahead', 'like']",3.400000095367432,6,5226,3654,1572,2471184
2982,"['consumer', 'descrambling', 'security', 'card', 'cable', 'operator', 'plug', 'set']","['watch', 'pay', 'television', 'consumer', 'insert', 'set', 'security', 'card', 'provide', 'cable', 'service']",3.400000095367432,5,4617,3677,940,883600
2983,"['decide', 'opt', 'european', 'consortium', 'engine', 'good', 'overall', 'solution', 'substantial', 'price', 'effort']","['decide', 'opt', 'european', 'consortium', 'engine', 'good', 'overall', 'solution']",3.799999952316284,8,5422,4083,1339,1792921
2984,"['good', 'drug', 'administration', 'reject', 'imclone', 'application', 'sell', 'erbitux', 'bite', 'shod', 'research']","['good', 'drug', 'administration', 'reject', 'imclone', 'original', 'application', 'december', 'say', 'trial', 'sleepily', 'conduct']",2.799999952316284,6,5228,2589,2639,6964321
2985,"['critic', 'law', 'violate', 'civil', 'liberty', 'house', 'judiciary', 'committee', 'chairman', 'james', 'sensenbrenner', 'r', 'say', 'sensitive']","['house', 'judiciary', 'committee', 'chairman', 'james', 'sensenbrenner', 'r', 'say', 'sensitive', 'civil', 'liberty', 'complaint']",3.75,11,5644,4035,1609,2588881
